("port 1","TE",1,"port 1",1,"transmission","width_opt_2;wg_length")
(54,6)
5.000000000000000e-07	1.000000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.200000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.200000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.200000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.400000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.400000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.400000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.600000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.600000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.600000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.800000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.800000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.800000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	2.000000000000001e-05	191560676038338.7	1	0	0
5.000000000000000e-07	2.000000000000001e-05	193751729522437.3	1	0	0
5.000000000000000e-07	2.000000000000001e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
2.250000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
2.250000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
4.000000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
4.000000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
("port 2","TM",2,"port 1",1,"transmission","width_opt_2;wg_length")
(54,6)
5.000000000000000e-07	1.000000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.000000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.000000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.200000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.200000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.200000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.400000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.400000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.400000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.600000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.600000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.600000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.800000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.800000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.800000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	2.000000000000001e-05	191560676038338.7	1	0	0
5.000000000000000e-07	2.000000000000001e-05	193751729522437.3	1	0	0
5.000000000000000e-07	2.000000000000001e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
2.250000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
2.250000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
4.000000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
4.000000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
("port 2","TE",1,"port 2",1,"transmission","width_opt_2;wg_length")
(54,6)
5.000000000000000e-07	1.000000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.000000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.000000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.200000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.200000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.200000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.400000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.400000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.400000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.600000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.600000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.600000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.800000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.800000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.800000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	2.000000000000001e-05	191560676038338.7	0	0	0
5.000000000000000e-07	2.000000000000001e-05	193751729522437.3	0	0	0
5.000000000000000e-07	2.000000000000001e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.000000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.000000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.000000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.200000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.200000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.200000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.400000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.400000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.400000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.600000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.600000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.600000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.800000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.800000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.800000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	2.000000000000001e-05	191560676038338.7	0	0	0
2.250000000000000e-06	2.000000000000001e-05	193751729522437.3	0	0	0
2.250000000000000e-06	2.000000000000001e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.000000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.000000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.000000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.200000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.200000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.200000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.400000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.400000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.400000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.600000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.600000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.600000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.800000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.800000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.800000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	2.000000000000001e-05	191560676038338.7	0	0	0
4.000000000000000e-06	2.000000000000001e-05	193751729522437.3	0	0	0
4.000000000000000e-06	2.000000000000001e-05	195942783006535.9	0	0	0
("port 1","TM",2,"port 1",2,"transmission","width_opt_2;wg_length")
(54,6)
5.000000000000000e-07	1.000000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.000000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.000000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.200000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.200000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.200000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.400000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.400000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.400000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.600000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.600000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.600000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	1.800000000000000e-05	191560676038338.7	0	0	0
5.000000000000000e-07	1.800000000000000e-05	193751729522437.3	0	0	0
5.000000000000000e-07	1.800000000000000e-05	195942783006535.9	0	0	0
5.000000000000000e-07	2.000000000000001e-05	191560676038338.7	0	0	0
5.000000000000000e-07	2.000000000000001e-05	193751729522437.3	0	0	0
5.000000000000000e-07	2.000000000000001e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.000000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.000000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.000000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.200000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.200000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.200000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.400000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.400000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.400000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.600000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.600000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.600000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	1.800000000000000e-05	191560676038338.7	0	0	0
2.250000000000000e-06	1.800000000000000e-05	193751729522437.3	0	0	0
2.250000000000000e-06	1.800000000000000e-05	195942783006535.9	0	0	0
2.250000000000000e-06	2.000000000000001e-05	191560676038338.7	0	0	0
2.250000000000000e-06	2.000000000000001e-05	193751729522437.3	0	0	0
2.250000000000000e-06	2.000000000000001e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.000000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.000000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.000000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.200000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.200000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.200000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.400000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.400000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.400000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.600000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.600000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.600000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	1.800000000000000e-05	191560676038338.7	0	0	0
4.000000000000000e-06	1.800000000000000e-05	193751729522437.3	0	0	0
4.000000000000000e-06	1.800000000000000e-05	195942783006535.9	0	0	0
4.000000000000000e-06	2.000000000000001e-05	191560676038338.7	0	0	0
4.000000000000000e-06	2.000000000000001e-05	193751729522437.3	0	0	0
4.000000000000000e-06	2.000000000000001e-05	195942783006535.9	0	0	0
("port 1","TE",1,"port 2",2,"transmission","width_opt_2;wg_length")
(54,6)
5.000000000000000e-07	1.000000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.000000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.000000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.200000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.200000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.200000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.400000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.400000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.400000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.600000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.600000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.600000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.800000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.800000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.800000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	2.000000000000001e-05	191560676038338.7	1	0	0
5.000000000000000e-07	2.000000000000001e-05	193751729522437.3	1	0	0
5.000000000000000e-07	2.000000000000001e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
2.250000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
2.250000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
4.000000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
4.000000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
("port 2","TE",1,"port 1",2,"transmission","width_opt_2;wg_length")
(54,6)
5.000000000000000e-07	1.000000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.000000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.000000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.200000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.200000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.200000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.400000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.400000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.400000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.600000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.600000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.600000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	1.800000000000000e-05	191560676038338.7	1	0	0
5.000000000000000e-07	1.800000000000000e-05	193751729522437.3	1	0	0
5.000000000000000e-07	1.800000000000000e-05	195942783006535.9	1	0	0
5.000000000000000e-07	2.000000000000001e-05	191560676038338.7	1	0	0
5.000000000000000e-07	2.000000000000001e-05	193751729522437.3	1	0	0
5.000000000000000e-07	2.000000000000001e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
2.250000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
2.250000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
2.250000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
2.250000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
2.250000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.000000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.000000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.000000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.200000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.200000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.200000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.400000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.400000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.400000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.600000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.600000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.600000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	1.800000000000000e-05	191560676038338.7	1	0	0
4.000000000000000e-06	1.800000000000000e-05	193751729522437.3	1	0	0
4.000000000000000e-06	1.800000000000000e-05	195942783006535.9	1	0	0
4.000000000000000e-06	2.000000000000001e-05	191560676038338.7	1	0	0
4.000000000000000e-06	2.000000000000001e-05	193751729522437.3	1	0	0
4.000000000000000e-06	2.000000000000001e-05	195942783006535.9	1	0	0
("port 2","TM",2,"port 2",2,"transmission","width_opt_2;wg_length")
(54,6)
